Year,Stock,Asset Turnover,Average Inventory,Average Payables,Average Receivables,Book Value Per Share,Capex Per Share,Capex To Depreciation,Capex To Operating Cash Flow,Capex To Revenue,Capital Expenditure Coverage Ratio,Cash Conversion Cycle,Cash Flow Coverage Ratios,Cash Per Share,Cash Ratio,Company Equity Multiplier,Current Ratio,Days Of Inventory On Hand,Days Of Sales Outstanding,Debt Ratio,Dividend Payout Ratio,Dividend Yield,EBIT Per Revenue,EBT Per EBIT,EV To Sales,Earnings Yield,Effective Tax Rate,Enterprise Value,Enterprise Value Over Ebitda,Ev To Free Cash Flow,Ev To Operating Cash Flow,Fixed Asset Turnover,Free Cash Flow Per Share,Free Cash Flow Yield,Graham Net Net,Graham Number,Income Quality,Intangibles To Total Assets,Interest Coverage,Inventory Turnover,Long Term Debt To Capitalization,Net Current Asset Value,Net Income Per Share,Net Profit Margin,PB Ratio,PE Ratio,Payables Turnover,Price Earnings To Growth Ratio,ROE,ROIC,Receivables Turnover,Research And Ddevelopement To Revenue,Return On Assets,Return On Capital Employed,Revenue Per Share,Sales General And Administrative To Revenue,Short Term Coverage Ratios,Stock Based Compensation To Revenue,Tangible Asset Value,Total Debt To Capitalization,Working Capital,Z_Score,Altman_Zone,Financial_Distress
2020,CUBEXTUB,0.817853058,187576318.0,171001717.5,353537340.0,41.64682584,-0.116066478,-0.12117019,1.643293403,-0.002364083,0.608534056,181.6446023,-0.075686118,0.730056097,0.042076932,1.441407987,2.337401446,104.7335414,197.0614788,0.015545569,0.0,0.0,0.023529122,1.174672329,0.349381322,0.054802526,0.315452268,245615475.6,6.243106754,-91.87698371,-242.857825,4.568565549,-0.186696883,-0.011014565,8.776071873,29.50308057,-0.052050526,0.0,2.66973113,3.485034453,0.000835104,317478280.0,0.928902872,0.01892022,0.406993826,18.24733405,3.037858764,0.086892067,0.02230429,0.018571528,1.852213848,0.0,0.01547396,0.027066362,49.09577417,0.002358525,-0.078618599,0.0,596339858.0,0.021916416,332265984.0,34.147220027127354,Healthy,0
2022,CUBEXTUB,1.963786231,196004000.0,149539000.0,428700500.0,45.18410012,-0.553251891,-0.56288191,-6.590682196,-0.004146574,-0.151729361,100.7493466,0.009291396,0.60004295,0.027657691,1.503673936,2.167671533,47.24965454,79.85935044,0.132975694,0.0,0.0,0.016367503,1.318612088,0.266328755,0.068229337,0.35789295,508819222.5,7.896505408,-75.71714621,423.3105012,12.50011777,-0.469307335,-0.017317614,7.452803011,43.35650823,0.029151408,0.0,3.425347793,7.724924205,0.002705223,347526000.0,1.849015031,0.013858203,0.599768501,14.65645198,13.84691692,1.54808774,0.040921807,0.025862699,4.570535548,0.0,0.027214548,0.047220884,133.4238659,0.001204401,0.009419177,0.0,646990000.0,0.166633392,362743000.0,11.338784261549428,Healthy,0
2012,CUMMINSIND,1.22873758,5489800000.0,5475400000.0,3391700000.0,86.10137085,-8.254689755,-4.842751323,-0.432879304,-0.050747394,-2.310112752,-5.523849638,4.08658678,33.38275613,0.059861448,1.537509479,2.28754115,63.45188771,0.0,0.035248881,0.46379448,0.025513135,0.17467953,1.334801874,3.065935241,0.055009571,0.273196808,138000000000.0,14.33743894,46.1148242,26.15267121,7.387322444,10.81457431,0.021581669,-3.331349206,231.0881207,0.534079657,0.001049155,645.5983607,5.752389931,0.051409335,12464900000.0,27.56529582,0.169463296,5.819884109,18.17865491,5.291715812,0.621395367,0.320149326,0.227517407,0.0,0.0,0.20822592,0.307199969,162.6623377,0.001627855,0.0,0.0,23828800000.0,0.051409335,14236600000.0,176.54333582382785,Healthy,0
2013,CUMMINSIND,1.033498289,5408450000.0,5308150000.0,0.0,92.53787879,-17.01984127,-8.943886256,-1.301956564,-0.120999408,-0.768074779,9.386374314,3.094798873,18.8989899,0.055401987,1.470763893,1.969622677,78.1380585,0.0,0.031035881,0.702643245,0.025484643,0.165212061,1.269070757,4.228292097,0.036269677,0.266039559,165000000000.0,19.28818485,-150.6724182,45.49652565,3.848008448,-3.947330447,-0.00661416,-14.71969697,212.2937846,0.443260633,0.000432048,637.8019802,4.671219211,0.043653812,8089000000.0,21.64574315,0.1538864,6.449250921,27.57124096,5.308960854,-1.284018772,0.233912247,0.176271563,0.0,0.0,0.159041331,0.234337599,140.6605339,0.002082527,0.0,0.0,25635200000.0,0.043653812,9926900000.0,218.87427794716118,Healthy,0
2014,CUMMINSIND,0.999851912,6168000000.0,5492700000.0,6155100000.0,104.1313131,-12.21645022,-4.247867536,-0.675725831,-0.078368934,-1.479890149,112.7075606,3.961346929,17.8495671,0.061499352,1.497214639,1.962055845,86.47688798,103.9833144,0.029272932,0.536489152,0.017270465,0.151658143,1.430409107,5.631931221,0.032191639,0.161661635,243000000000.0,38.71667117,149.7516337,48.56058665,3.097096494,5.862554113,0.006657076,11.68704906,257.7241686,0.534622729,0.002165794,0.0,4.220780934,0.041987634,9728700000.0,28.3495671,0.181863414,8.457110292,31.06396641,4.694374256,1.084733666,0.272248244,0.182337475,3.510178551,0.0,0.181836483,0.211778659,155.8838384,0.001737983,0.0,0.0,28771600000.0,0.041987634,11807600000.0,302.0247241860192,Healthy,0
2015,CUMMINSIND,1.059400094,6713600000.0,6251250000.0,13016350000.0,120.245671,-16.55339105,-5.175501917,-0.593693799,-0.08943297,-1.68436996,100.1924793,5.978881411,14.33838384,0.07618749,1.45298076,1.904969431,71.84068971,97.62106857,0.026691637,0.629842768,0.019793273,0.154417368,1.145731307,4.529633174,0.031425736,0.213486241,232000000000.0,23.28661349,74.00727956,30.06961663,2.745709469,11.32864358,0.013457643,8.910443723,267.5304222,0.851444246,0.002213463,511.1483871,5.080686188,0.03649692,9204800000.0,26.4541847,0.142923967,7.000667825,31.82105249,5.269291165,-4.842712086,0.22000114,0.179969017,3.738946985,0.0,0.151413664,0.222095765,185.0927128,0.001876911,256.7740864,0.0,33224900000.0,0.037334512,11545600000.0,275.1652408484555,Healthy,0
2016,CUMMINSIND,0.956508398,6151250000.0,6282800000.0,13245550000.0,139.6500722,-8.854256854,-2.871650872,-0.328040631,-0.049210436,-3.048402868,88.11429352,2.967399064,28.87229437,0.101939272,1.346991811,2.210803342,60.78870296,93.44326685,0.048355113,0.63334103,0.017717784,0.144884473,1.166602087,5.302581623,0.027975109,0.222820607,264000000000.0,27.9294386,52.60351659,35.34742582,2.953525831,18.13708514,0.019102728,25.23953824,288.8908461,0.887533956,0.001605189,42.33274751,6.004405132,0.0,13449200000.0,26.56096681,0.147621282,6.798779158,35.74606326,5.520460193,17.22430678,0.190196585,0.136204871,3.906113435,0.0,0.141200996,0.180726387,179.9264069,0.001439582,2.967399064,0.000264658,38627300000.0,0.06115094,14722400000.0,147.6342447726679,Healthy,0
2017,CUMMINSIND,0.871711597,5570850000.0,6958100000.0,14530400000.0,148.5786436,-6.891774892,-2.024157661,-0.302326318,-0.038348817,-3.307684255,94.97485978,2.46028656,36.47402597,0.104616822,1.387554023,2.21849888,58.37795197,119.3713918,0.044943112,0.651667556,0.023373318,0.129336925,1.304915336,4.00483656,0.035866935,0.255396839,200000000000.0,22.16739333,45.25394456,31.57248615,3.765326561,15.9040404,0.022213898,32.79166667,292.993465,0.751572963,0.000957167,42.41672153,6.252360483,0.0,16339100000.0,25.67893218,0.142888687,4.818660224,27.88083223,4.409571436,-8.414942092,0.172830574,0.109647318,3.057684045,0.0,0.124557726,0.151289096,179.7128427,0.001489469,2.46028656,0.000258951,41131300000.0,0.058700382,17741100000.0,114.7613461092012,Healthy,0
2018,CUMMINSIND,0.918201664,5886150000.0,8107750000.0,17132300000.0,154.508658,-10.20995671,-2.547434743,-0.515322008,-0.050861256,-1.940534238,96.82914408,1.756965994,35.17965368,0.127407716,1.414965748,2.234862756,61.46561772,117.8878076,0.05158021,0.759604638,0.027168981,0.137006586,1.280529395,3.752218958,0.035767266,0.33421767,209000000000.0,19.25629675,78.43799542,38.01717012,3.857600399,9.602813853,0.012820846,31.10551948,305.1767565,0.513813395,0.000518129,45.46094216,5.938279213,0.0,16512800000.0,26.78968254,0.133453738,4.847624785,27.95852466,4.422940671,6.468242463,0.173386287,0.110449658,3.096164118,0.0,0.122537445,0.168439332,200.741342,0.001827641,1.756965994,0.000345041,42798400000.0,0.068019854,18944400000.0,100.98995066482834,Healthy,0
2019,CUMMINSIND,0.822435834,6050400000.0,7882350000.0,16593650000.0,158.8037518,-9.313131313,-2.140985238,-0.429765274,-0.050660633,-2.326851565,93.42372161,1.173769467,44.7536075,0.115765165,1.407545138,2.157779238,60.03269631,108.9792028,0.082595904,0.805133147,0.062732136,0.092973329,1.446283085,1.841966926,0.077915232,0.148667581,93864240000.0,11.44044073,27.40241724,15.62580989,3.887039566,12.35714286,0.037824129,31.61156205,301.5833693,0.743919354,0.000387342,22.5394862,6.080020096,0.004259343,15884400000.0,25.4549062,0.138467033,2.057256181,12.83446096,4.828797468,-2.565934397,0.160291592,0.081709507,3.349262894,0.0,0.11388025,0.102361456,183.8336941,0.002317563,1.218606727,0.000349302,43996400000.0,0.104149326,18149000000.0,30.833903535030704,Healthy,0
2020,CUMMINSIND,0.719835264,5707200000.0,7407850000.0,14368500000.0,167.7983405,-4.196608947,-0.914615929,-0.14749962,-0.027132425,-6.779678501,90.70370272,19.86099219,46.68867244,0.109680969,1.280528102,2.936482452,72.27850878,115.1155221,0.006666991,0.611120735,0.015223183,0.111223583,1.730031245,5.92673289,0.02491027,0.230266667,254000000000.0,26.27553589,37.794018,32.21941472,3.438050791,24.25505051,0.026374219,46.37923882,294.0936167,0.955975758,0.008251892,28.45286396,5.049910494,0.003242259,19507500000.0,22.90873016,0.148112299,5.480685905,40.14408453,3.774938061,-4.022310832,0.136525368,0.07792321,3.170727919,0.0,0.106616456,0.098373608,154.6713564,0.002952777,32.08624898,0.0,46022200000.0,0.008465002,21469200000.0,780.7250439583291,Healthy,0
2021,CUMMINSIND,0.851656147,6508700000.0,8826400000.0,14879300000.0,185.6049784,-5.484126984,-1.120926117,-0.213550227,-0.025098358,-4.682739113,74.23012246,1.704955333,72.07323232,0.101702979,1.382319042,2.529746244,63.79669544,97.84302217,0.0587079,0.474993039,0.014269152,0.120925149,1.647889247,5.171320974,0.03004076,0.226383204,313000000000.0,26.12584431,55.94808609,44.00035962,4.853146909,20.19660895,0.01801178,58.34604978,375.0614587,0.589794363,0.005960357,60.23355263,5.721299473,0.003463203,24463500000.0,33.68470418,0.154159588,6.041325022,33.2881059,4.175742942,0.70810632,0.181485995,0.101448949,3.73046531,0.0,0.131290961,0.136460856,218.5054113,0.002248649,1.781233579,0.0,51025800000.0,0.075061573,26687800000.0,109.50778112107639,Healthy,0
2022,CUMMINSIND,0.964988938,8205950000.0,10821900000.0,16109550000.0,207.7287157,-5.846320346,-1.140946212,-0.197718538,-0.021208156,-5.057694681,58.85558803,2.179398548,89.35786436,0.209850028,1.375184084,2.697103711,63.1564647,76.34267281,0.047494267,0.507836991,0.013807069,0.212242521,0.98116942,5.908853351,0.027187994,0.22820479,452000000000.0,25.59820848,68.66271081,55.08681998,6.313849917,23.72258297,0.014557304,70.96410534,455.0599559,0.515085245,0.004773547,99.86637931,5.779297523,0.003473334,29380700000.0,44.30555556,0.160723166,7.844847037,36.78094044,4.526090461,1.165364134,0.213285657,0.203188866,4.781074418,0.0,0.155096077,0.269036493,275.6637807,0.002441961,2.3022583,0.0,57204400000.0,0.061309059,32081200000.0,174.00715854327976,Healthy,0
2012,CUPID,1.15238574,34592161.5,19726421.0,37844981.5,13.91240591,-1.336144399,-1.255920832,-0.965732014,-0.062754197,-1.03548395,66.61079868,0.885586544,0.290173039,0.081174664,1.328037999,1.443744486,51.68436738,41.60170366,0.084557672,0.0,0.0,0.048268957,1.0,12.1262568,0.002503679,0.374118124,3443722051.0,119.1058568,5445.678845,186.6124485,1.653186337,0.047411681,0.000184541,-1.339139582,14.18985098,1.3462268,0.001079183,0.0,7.062096694,0.0,7964380.0,0.643236842,0.030210666,18.46673089,399.4122214,13.68308428,14.26472219,0.046234767,0.041566971,8.773679149,0.0,0.03481434,0.068968013,21.29171368,0.070880994,0.885586544,0.0,185297721.0,0.100958577,21157300.0,214.40799105044465,Healthy,0
2013,CUPID,0.736746058,38438604.0,19170544.5,39378478.5,13.95134923,-0.419468586,-0.371397528,1.91502568,-0.028641905,0.522186209,154.2470315,-0.089991072,0.185709402,0.037931765,1.424831512,1.523365055,131.9081818,86.67954519,0.122446308,0.0,0.0,0.005524815,1.0,17.6961489,0.00015158,0.518697937,3456742420.0,159.2985521,-405.8906817,-1183.18176,1.201408959,-0.638509297,-0.002485278,-1.365333071,3.496357639,-5.624602927,0.000601836,0.0,2.767076273,0.0,20423693.0,0.03894332,0.002659105,18.41518349,6597.194514,5.672925933,-70.57002322,0.002791366,0.002376712,4.210912727,0.0,0.001959085,0.005400484,14.64527538,0.098497976,-0.089991072,0.0,185923527.0,0.148548748,34176397.0,143.0672976116652,Healthy,0
2014,CUPID,1.27267155,40917237.0,20828568.5,79081066.5,18.14235193,-1.004280402,-0.731127928,-0.195420262,-0.030141623,-5.117176649,115.6172481,3.134507039,2.397794647,0.373194331,1.443040186,2.201418204,51.54336078,91.80206927,0.06262448,0.173034692,0.00389223,0.257343021,1.0,7.688121145,0.02249393,0.326004714,3416640462.0,25.5006803,61.95182121,49.8451801,2.846826348,4.13479982,0.016093934,1.945299689,48.56986022,0.59935572,5.43e-05,91.5916645,7.081416393,0.0,81447767.0,5.779065302,0.173447983,14.16115491,44.4564376,13.16350278,0.003230632,0.318540029,0.292139488,3.975945236,0.0,0.220742313,0.434032058,33.31872305,0.087510743,3.134507039,0.0,241963726.0,0.082879822,102958420.0,231.52716191261175,Healthy,0
2015,CUPID,1.208883951,34446414.5,16956773.5,157486530.0,27.08790441,-1.401209777,-0.968371621,-0.144993731,-0.030565291,-6.896849893,146.5829497,14.60297063,6.89108652,0.735509979,1.399956682,2.779512193,45.63692782,121.2970942,0.017451096,0.251135508,0.011676691,0.406075041,1.0,5.468368819,0.04649558,0.358313335,3343667849.0,12.4654375,30.33955346,25.9405084,3.93820257,8.262723722,0.032161106,8.765415073,85.32590981,0.519126283,0.000496734,369.3451655,7.997909094,0.0,202839166.0,11.9454889,0.260572939,9.484552667,21.50742076,17.93517285,0.201806643,0.440989776,0.430472986,3.00914051,0.0,0.315002444,0.651977689,45.84316757,0.074459311,14.60297063,0.0,361047220.0,0.02384815,222377485.0,571.5021390599188,Healthy,0
2017,CUPID,0.995053008,60004819.5,39133754.5,278886968.5,49.22012296,-1.747188484,-1.069726876,-0.679238684,-0.029914239,-1.472236526,177.5767456,1.601652584,15.94287,0.31138897,1.19253981,5.953339149,88.41832828,152.2615712,0.027361093,0.313115119,0.019853176,0.320979889,1.043474957,3.446199463,0.063405356,0.345009831,2684682429.0,9.603001888,243.9511521,78.25009265,4.80848214,0.82508622,0.004082901,27.57360549,119.1216834,0.1314909,0.001236429,976.765625,4.128103382,0.0,487804000.0,12.81316539,0.219378789,4.105705469,15.77153824,5.784179995,-0.93476694,0.260323718,0.241594648,2.397190553,0.0,0.218293524,0.367869595,58.4065827,0.071351827,1.601652584,0.0,655530000.0,0.03159817,511036000.0,164.4701412330621,Healthy,0
2018,CUPID,0.886933844,77371500.0,58831500.0,330141000.0,56.93147398,-4.967311441,-3.288855795,-0.51345361,-0.080370422,-1.947595617,163.5361863,5.628615049,22.60173939,0.185822676,1.2240002,4.8050685,77.28743087,148.463477,0.024665204,0.325995621,0.02609529,0.225017529,1.127437397,2.299000022,0.080047976,0.272758136,1895199060.0,8.632866403,30.1869813,14.68736678,3.954381269,4.707002549,0.033043192,31.67020918,120.8575745,0.61700154,0.000669215,269.6148256,4.722630781,0.0,546802000.0,11.40283401,0.184496299,2.502130843,12.49250817,5.866778639,-1.134957657,0.200290511,0.172444965,2.45851712,0.0,0.163636012,0.2377376,61.80521817,0.073474146,5.628615049,0.0,758730000.0,0.029305476,567701000.0,113.92166241677313,Healthy,0
2019,CUPID,0.934343324,121968000.0,141024500.0,471326000.0,77.56987554,-8.28819913,-4.42262762,-0.588036916,-0.07179663,-1.700573507,97.84516854,0.597418322,42.67558854,0.016018539,1.592782713,2.273651449,141.9632527,143.9731467,0.190953411,0.302706285,0.064081042,0.324312318,1.055441409,1.420501982,0.211693793,0.244070196,2187200880.0,4.015533529,28.24126022,11.63435666,5.234693565,5.806492728,0.041151612,37.02239841,228.3260087,0.356699004,0.000302803,100.0713427,2.57108789,0.000993573,730851000.0,29.8699955,0.258749216,1.819005187,4.723804059,1.94054767,0.029156127,0.385072108,0.279404359,2.535194988,0.0,0.241760602,0.472541178,115.439946,0.241092965,0.599378288,0.0,1034128000.0,0.233215446,752970000.0,18.94315038596215,Healthy,0
2021,CUPID,0.743708097,158172500.0,111064000.0,620108500.0,106.5608417,-6.471552554,-3.26333094,-0.843395029,-0.066699675,-1.185684011,217.7282956,1.163822991,40.71829729,0.012891034,1.224290876,4.458657608,105.1017279,184.195276,0.05053686,0.347355811,0.018988003,0.157132882,1.205389622,2.506513046,0.054664417,0.295322377,3244991945.0,12.09198106,202.381935,31.69401714,3.550874537,1.201663833,0.005072452,60.228828,176.2077334,0.417540068,0.000368228,191.732328,3.472825874,0.0,1056626000.0,12.95000002,0.133470413,2.223143044,18.2934358,5.099994241,-0.452752118,0.121526818,0.094945106,1.981592622,0.0,0.099263027,0.142032871,97.02524873,0.098322756,1.163822991,0.0,1421218000.0,0.058266748,1067027000.0,53.13979491374816,Healthy,0
2022,CUPID,0.843758655,184771500.0,104431000.0,457953000.0,125.3049804,-1.907203173,-0.856666554,-0.077762832,-0.015965259,-12.85961395,118.3920754,5.474735979,74.99438981,0.014906715,1.129885462,7.578499606,107.2592152,60.1542392,0.031641638,0.232275162,0.021735925,0.24062056,1.103856808,2.153904449,0.093578344,0.253696921,3431755650.0,7.4479521,11.37574675,10.49113647,4.424563382,22.61869335,0.089384284,80.64692629,258.3843919,0.772962499,0.000253667,48.63917787,3.402971012,0.0,1310658000.0,23.68000014,0.198226041,2.019472826,10.68623317,7.445730974,0.12897178,0.188978922,0.165289432,6.067735289,0.0,0.167254937,0.22729019,119.459583,0.087927234,5.474735979,0.005108356,1670755000.0,0.034517381,1326140000.0,75.26048586255207,Healthy,0
2013,CYBERMEDIA,0.59538343,61721900.5,172364351.0,288455628.5,34.50835654,-1.1124387,-0.230504721,-0.255533709,-0.019516941,-3.913378014,-4489.600497,0.124230308,-1.08625894,0.139516716,2.774235535,1.082295234,1994.858048,181.9720069,0.36604352,0.0,0.0,-0.040405271,1.000000041,0.657753625,-0.151210573,0.501008256,393702586.2,5.726756916,11.56790393,8.611914533,6.988257236,3.240954451,0.426441375,-37.98850907,29.8711039,-3.788193368,0.253129116,0.0,0.182970413,0.397912302,-223261684.0,-1.149200352,-0.020161897,0.22023651,-6.613294182,0.054751939,0.209628948,-0.033302089,-0.016523065,2.005803015,0.0,-0.01200406,-0.039162272,56.99862121,0.0,0.355763025,0.0,107902525.0,0.503842969,31912021.0,5.38981965063471,Healthy,0
2014,CYBERMEDIA,0.55230333,63912981.2,222256682.8,301626711.3,36.80931472,-1.1124387,-0.230504721,-0.255533709,-0.020949148,-3.913378014,-7911.980838,0.1321613,-1.598535187,0.147992181,2.612006949,1.132376434,3107.452771,199.5335872,0.34260329,0.0,0.0,-0.15383046,1.0,0.697209868,-0.701831027,0.188081739,388788951.3,25.63536972,11.42352984,8.504432883,10.30510443,3.240954451,0.342958143,-36.088444,74.11435125,-0.532936943,0.242450181,-1.734981412,0.117459549,0.371080062,-191876873.7,-6.632303208,-0.12489776,0.256728496,-1.424844387,0.032534189,-0.002990093,-0.180180024,-0.074004894,1.829265965,0.0,-0.068981449,-0.136413676,53.10185864,0.0,0.387951386,0.0,141752638.7,0.472262701,50411871.48,5.304381120769705,Healthy,0
2015,CYBERMEDIA,0.557261342,66026482.7,146659013.8,259249777.3,27.06662288,-0.25177879,-0.063599597,0.041490813,-0.00534721,24.10172088,585.0120906,-0.158739553,35.83885506,0.058170671,3.12175596,0.951315001,3934.417592,157.7176585,0.452427525,0.0,0.0,-0.283842235,1.0,0.945326418,-1.521357614,0.083656634,467427651.1,-5.848880001,-7.042893083,-7.335108444,10.26622863,-6.320080901,-0.785103218,-3.118080747,86.36184093,0.454044311,0.309169109,-7.441942901,0.092771037,0.486467689,-299721495.0,-12.24692879,-0.260096947,0.297414274,-0.657307651,0.104073904,-0.007754359,-0.452473471,-0.187564009,2.314262103,0.0,-0.144941974,-0.246906495,47.08601516,0.035732509,-0.482073979,0.0,9905381.0,0.585469602,-15524497.0,-8.188835176768784,Distressed,1
2016,CYBERMEDIA,0.669176054,49460763.0,59351887.5,191218977.5,23.20225565,-0.171036276,-0.060706255,-0.013589483,-0.003765523,-73.58631796,-1153.482976,0.492818095,-2.438889581,0.070861704,2.925447519,0.876655347,1474.422611,117.2518912,0.376249681,0.0,0.0,-0.082834949,1.000000023,0.69856284,-0.266569803,0.450919368,367027167.5,-79.57666774,2.555791319,2.521059437,11.86541287,12.41489354,1.601921747,-34.81059212,32.84072147,-3.345097474,0.351108291,-6.886913886,0.247554532,0.474899541,-293693036.0,-2.065915972,-0.045483067,0.334019249,-3.751362643,0.132961407,0.045141643,-0.089039445,-0.042385633,3.112956187,0.016615321,-0.030436179,-0.082009224,45.42165047,0.036238752,2.763326164,0.0,-7286382.0,0.523967906,-31385803.0,31.616649145075034,Healthy,0
2017,CYBERMEDIA,0.560634532,26819911.5,73176621.0,84389755.5,17.09379524,-0.040879001,-0.013046282,-0.038082827,-0.001322608,-26.25855513,-121.5993216,0.049113524,1.505994836,0.103801749,3.225155717,0.983938707,41.12067784,0.0,0.396443056,0.0,0.0,-0.120412674,-0.645652356,1.028631748,0.172019592,0.151686665,409085817.7,26.84290142,30.79074347,29.61814492,12.23613931,1.032544503,0.087134557,-35.66828851,28.00003923,0.478138955,0.345751812,-2.543581027,8.876312824,0.524271971,-256078000.0,2.038432168,0.065951888,0.693233997,5.813291307,2.243117019,-0.02927862,0.11924983,-0.081057411,0.0,0.0,0.036974906,-0.101410574,30.90786666,0.032625176,0.355686032,0.0,-25317000.0,0.561132217,-3809000.0,5.012025139649216,Healthy,0
2018,CYBERMEDIA,0.855667016,22325500.0,80894000.0,76649500.0,14.80177337,-0.079581934,-0.036367511,0.211221122,-0.001809875,4.734375,44.83765734,-0.016069742,1.607182021,0.104594376,3.471741801,1.011293841,23.56713398,98.89646244,0.456254414,0.0,0.0,-0.048069496,0.297569585,0.605393214,-0.461391968,-2.484492772,342522399.5,9.21229659,-58.3314713,-70.65231013,17.51222607,-0.456352651,-0.096074242,-25.17056491,27.01655404,0.599036204,0.340957108,-1.303099995,15.48767026,0.584950314,-274662000.0,-2.191611847,-0.049842255,0.320907494,-2.167354592,4.702036514,0.01045249,-0.14806414,-0.19256141,3.690728576,0.0,-0.042648373,-0.058199054,43.9709613,0.026799933,-0.145747527,0.0,-34990000.0,0.613002725,2190000.0,2.825543683918664,Healthy,0
2019,CYBERMEDIA,1.442785961,11384500.0,109626000.0,141166500.0,-11.11714538,-0.527929762,-0.797674965,0.04303998,-0.017136558,23.23421169,-1115.769728,-0.69077047,1.539879331,0.097472427,-1.920690402,0.746731078,2.580739254,118.8116417,0.831609942,0.0,0.0,-0.008834421,68.30810965,0.597819226,-9.73553971,-0.15178396,236977932.4,29.88749305,-1.439518976,-1.501475844,12.70932991,-12.7939616,-5.815437089,-23.40991177,73.1946365,0.57283576,0.028895465,-0.204460533,141.4323432,3.223678279,-266168000.0,-21.41818736,-0.695232641,-0.197892528,-0.102716442,0.295030051,-0.000116978,1.926590561,-0.04721078,3.072089527,0.0,-1.003071895,-0.048998895,30.80722349,0.020476584,-7.477259807,0.0,-151152000.0,2.674298021,-51484000.0,4.089948841828338,Healthy,0
2020,CYBERMEDIA,1.421328542,241000.0,148961500.0,123436000.0,-7.521872707,-0.146483982,-0.949524204,-0.096904953,-0.005956846,-10.31938998,-101.9037283,0.114770464,1.915716882,0.095266962,-2.300134921,0.488380399,0.25066373,111.6379639,0.761263023,0.0,0.0,0.060912968,0.180969831,0.836294423,-0.006148135,0.811160819,322199988.5,9.90927229,15.06452162,13.60469487,12.56222896,1.365141357,0.147582849,-17.24381356,3.102393094,29.52992519,0.030763952,1.209815445,1456.134078,-1.639409617,-239604000.0,-0.056870252,-0.002312658,-1.229746947,-162.6509411,1.707264034,1.630841572,0.007560651,0.050073193,3.269497106,0.0,-0.003287047,-0.688009381,24.5908629,0.027990687,0.17786306,0.0,-125920000.0,2.331544337,-156133000.0,12.000039613369742,Healthy,0
2021,CYBERMEDIA,2.189156534,179000.0,182680500.0,131248000.0,-7.061932151,-0.500981602,-2.065526316,-0.133693301,-0.010967039,-7.479806345,-65.98771826,0.299314283,3.756372692,0.173103768,-2.954826872,0.643784842,0.117723054,73.77519596,0.599969412,0.0,0.0,0.05562045,0.560856131,0.875055664,0.01864417,0.319537759,626268588.3,12.07427679,12.31357822,10.6673353,23.81188448,3.246263765,0.104213925,-16.84801958,9.606243391,3.864722533,0.017309781,2.060083838,3100.497207,-3.541540103,-216022000.0,0.580765906,0.012713605,-4.410974126,53.63606861,2.60936758,-0.04791792,-0.082238953,0.316794073,4.94746229,0.0,0.027832072,-5.224015748,45.68066288,0.020221045,0.534369141,0.0,-110131000.0,2.293986246,-119170000.0,11.302346237826653,Healthy,0
2022,CYBERMEDIA,2.160599566,144500.0,216753500.0,170674500.0,-2.933700775,-0.160845157,-0.647648419,-0.036509569,-0.003213101,-27.39007937,-41.8867274,0.663938053,5.353016185,0.34660529,-7.897569784,1.229305047,0.066498942,91.53795986,0.28639434,0.0,0.0,0.065472039,1.899530663,0.34119191,0.202148605,0.488604558,267593061.5,4.946084461,4.023774288,3.876868022,24.9352685,4.24471646,0.269505807,-7.602662294,14.49688921,1.383725592,0.007953256,4.051522803,5488.809091,1.867996148,-55730000.0,3.183840525,0.063601555,-5.368645682,4.94685581,2.734262916,0.014345882,-1.085264234,0.452775912,3.987416811,0.0,0.137417492,0.416905502,50.05916166,0.013210691,13.68417922,0.0,9556000.0,1.792506509,54994000.0,42.44581111761577,Healthy,0
2012,CYBERTECH,0.830073363,0.0,79741335.0,0.0,20.81233539,-3.530152511,-3.662442848,-0.432387152,-0.145111228,-2.31274217,-21618.38559,15.57250279,11.59950789,0.410161227,1.408170227,2.343673169,0.0,0.0,0.01788901,0.0,0.0,0.048896365,4.38651049,0.43005241,0.256875828,0.362463852,276994510.9,1.791057893,2.257568474,1.281424871,2.284164816,4.634180068,0.357851743,3.104532234,39.46827732,1.564705085,0.042720068,45.60564896,0.0,0.0,230804350.0,3.326541977,0.136741568,0.622227144,3.892931485,0.016883777,0.046921426,0.159835113,0.035542529,0.0,0.0,0.113505534,0.054159528,24.32721824,0.0,15.57250279,0.0,517885074.0,0.024571788,261273030.0,43.07073889785533,Healthy,0
2013,CYBERTECH,0.769059825,0.0,84978517.5,0.0,22.62222073,-5.178017497,-5.565039781,-2.127260493,-0.202908761,-0.470088174,-70.2434438,1.220421211,9.800943274,0.414517289,1.466788023,2.097214944,0.0,0.0,0.060107754,0.402719333,0.049000189,0.075209652,1.890864422,0.878058991,0.121673297,0.205402975,593258181.4,5.477716103,-8.166186316,9.20541921,1.766782343,-2.743892708,-0.115776064,-0.758838413,38.31163507,0.670727562,0.05943811,10.67372168,0.0,0.070749277,160772552.0,2.883657129,0.113000641,1.047642505,8.218730225,5.196214483,-0.608186037,0.127470117,0.061951683,0.0,0.0,0.086904253,0.076006407,25.51894498,0.055987191,8.94458039,0.0,546734186.0,0.081022002,230384471.0,23.887122411073367,Healthy,0
